variable,coef,class_label,outcome,std_err,p_value,spec,base_category,stars,coef_se,source_base,source_base_label,outcome_short,base_short
j_ind_lag1,0.1975677226260523,Expands Expression,Expands Expression,0.2872299504328285,0.4915546981867519,spec_govprot_attack,Contracts Expression,,0.198 (0.287),contract,Contracts Expression,expand,contract
j_ind_lag1,-0.1461594114314032,Mixed Outcome,Mixed Outcome,0.2724849146555579,0.5916859270096473,spec_govprot_attack,Contracts Expression,,-0.146 (0.272),contract,Contracts Expression,mixed,contract
wdj_citizen_lag1,-0.2088768294939568,Expands Expression,Expands Expression,0.3937329448488741,0.5957626643589634,spec_c_reform_decision,Contracts Expression,,-0.209 (0.394),contract,Contracts Expression,expand,contract
wdj_citizen_lag1,-0.7966292889894039,Mixed Outcome,Mixed Outcome,0.6345360294473108,0.2093148587554729,spec_c_reform_decision,Contracts Expression,,-0.797 (0.635),contract,Contracts Expression,mixed,contract
v2jureform_lag1,-0.3194008856526146,Expands Expression,Expands Expression,0.1244865058525961,0.0102953875317333,spec_c_reform_decision,Contracts Expression,**,-0.319** (0.124),contract,Contracts Expression,expand,contract
v2jureform_lag1,-0.1279270736179798,Mixed Outcome,Mixed Outcome,0.2495709405244854,0.608239536858521,spec_c_reform_decision,Contracts Expression,,-0.128 (0.25),contract,Contracts Expression,mixed,contract
v2x_polyarchy_lag1,3.267963101064525,Expands Expression,Expands Expression,1.1605981165599224,0.0048662349933319,spec_c_reform_decision,Contracts Expression,***,3.268*** (1.161),contract,Contracts Expression,expand,contract
v2x_polyarchy_lag1,5.199037601032249,Mixed Outcome,Mixed Outcome,1.292384142988906,5.750377752719418e-05,spec_c_reform_decision,Contracts Expression,***,5.199*** (1.292),contract,Contracts Expression,mixed,contract
v2jureview_lag1,0.6132989582567506,Expands Expression,Expands Expression,0.2985129037064799,0.0399259638192606,spec_c_reform_decision,Contracts Expression,**,0.613** (0.299),contract,Contracts Expression,expand,contract
v2jureview_lag1,0.3364903005575277,Mixed Outcome,Mixed Outcome,0.3423411486213176,0.32565207765775,spec_c_reform_decision,Contracts Expression,,0.336 (0.342),contract,Contracts Expression,mixed,contract
legal_common,-1.811721179940078,Expands Expression,Expands Expression,0.3736605227692445,1.2435133047834456e-06,spec_c_reform_decision,Contracts Expression,***,-1.812*** (0.374),contract,Contracts Expression,expand,contract
legal_common,-0.7467743684099858,Mixed Outcome,Mixed Outcome,0.5175753545451923,0.1490677564328853,spec_c_reform_decision,Contracts Expression,,-0.747 (0.518),contract,Contracts Expression,mixed,contract
legal_civil,-0.3502923740865204,Expands Expression,Expands Expression,0.3368990955350436,0.2984539406944203,spec_c_reform_decision,Contracts Expression,,-0.35 (0.337),contract,Contracts Expression,expand,contract
legal_civil,0.1035026190574635,Mixed Outcome,Mixed Outcome,0.4433849922767492,0.8154218105643357,spec_c_reform_decision,Contracts Expression,,0.104 (0.443),contract,Contracts Expression,mixed,contract
high_court,0.3761167882240012,Expands Expression,Expands Expression,0.2470916916676009,0.1279652451447856,spec_c_reform_decision,Contracts Expression,,0.376 (0.247),contract,Contracts Expression,expand,contract
high_court,0.4835733337443627,Mixed Outcome,Mixed Outcome,0.3132828776007753,0.1226930926838219,spec_c_reform_decision,Contracts Expression,,0.484 (0.313),contract,Contracts Expression,mixed,contract
j_ind_lag1,0.2376029213164142,Expands Expression,Expands Expression,0.2462815622372631,0.3346643814275991,spec_c_reform_decision,Contracts Expression,,0.238 (0.246),contract,Contracts Expression,expand,contract
j_ind_lag1,-0.1829754057845609,Mixed Outcome,Mixed Outcome,0.2325042882262336,0.4312956360569276,spec_c_reform_decision,Contracts Expression,,-0.183 (0.233),contract,Contracts Expression,mixed,contract
wdj_intermediaries_lag1,-0.7855858885282027,Expands Expression,Expands Expression,0.5807412475008545,0.1761420233240124,spec_im_reform_decision,Contracts Expression,,-0.786 (0.581),contract,Contracts Expression,expand,contract
wdj_intermediaries_lag1,-0.1622305367820352,Mixed Outcome,Mixed Outcome,0.9356316712592888,0.8623437413360713,spec_im_reform_decision,Contracts Expression,,-0.162 (0.936),contract,Contracts Expression,mixed,contract
v2jureform_lag1,-0.3173533591568282,Expands Expression,Expands Expression,0.1239588564072527,0.0104626767393503,spec_im_reform_decision,Contracts Expression,**,-0.317** (0.124),contract,Contracts Expression,expand,contract
v2jureform_lag1,-0.1291502855789981,Mixed Outcome,Mixed Outcome,0.2614494937082031,0.6213217502671711,spec_im_reform_decision,Contracts Expression,,-0.129 (0.261),contract,Contracts Expression,mixed,contract
v2x_polyarchy_lag1,3.3498718867255417,Expands Expression,Expands Expression,1.1067688375881266,0.0024722837923522,spec_im_reform_decision,Contracts Expression,***,3.35*** (1.107),contract,Contracts Expression,expand,contract
v2x_polyarchy_lag1,5.173108023653931,Mixed Outcome,Mixed Outcome,1.3417448332585311,0.0001154895236447,spec_im_reform_decision,Contracts Expression,***,5.173*** (1.342),contract,Contracts Expression,mixed,contract
v2jureview_lag1,0.6125084095676925,Expands Expression,Expands Expression,0.2979738751676611,0.0398232531624239,spec_im_reform_decision,Contracts Expression,**,0.613** (0.298),contract,Contracts Expression,expand,contract
v2jureview_lag1,0.3410076542926005,Mixed Outcome,Mixed Outcome,0.3583888586396896,0.3413496907815386,spec_im_reform_decision,Contracts Expression,,0.341 (0.358),contract,Contracts Expression,mixed,contract
legal_common,-1.865527337795139,Expands Expression,Expands Expression,0.386628931428263,1.3992562887031817e-06,spec_im_reform_decision,Contracts Expression,***,-1.866*** (0.387),contract,Contracts Expression,expand,contract
legal_common,-0.7012504996195341,Mixed Outcome,Mixed Outcome,0.5428082339065482,0.1963939840771515,spec_im_reform_decision,Contracts Expression,,-0.701 (0.543),contract,Contracts Expression,mixed,contract
legal_civil,-0.2435860489057682,Expands Expression,Expands Expression,0.3236314502533127,0.4516512779576456,spec_im_reform_decision,Contracts Expression,,-0.244 (0.324),contract,Contracts Expression,expand,contract
legal_civil,-0.1092210960231373,Mixed Outcome,Mixed Outcome,0.4838147053614795,0.8213959858657909,spec_im_reform_decision,Contracts Expression,,-0.109 (0.484),contract,Contracts Expression,mixed,contract
high_court,0.3651027903340323,Expands Expression,Expands Expression,0.2480821411364381,0.1411015774049374,spec_im_reform_decision,Contracts Expression,,0.365 (0.248),contract,Contracts Expression,expand,contract
high_court,0.4784993786373729,Mixed Outcome,Mixed Outcome,0.3123130461918883,0.1254941569025779,spec_im_reform_decision,Contracts Expression,,0.478 (0.312),contract,Contracts Expression,mixed,contract
j_ind_lag1,0.2230144616655837,Expands Expression,Expands Expression,0.2369908093677977,0.3466916471884176,spec_im_reform_decision,Contracts Expression,,0.223 (0.237),contract,Contracts Expression,expand,contract
j_ind_lag1,-0.172120065162694,Mixed Outcome,Mixed Outcome,0.2434276464729729,0.4795237970561001,spec_im_reform_decision,Contracts Expression,,-0.172 (0.243),contract,Contracts Expression,mixed,contract
wdj_press_lag1,-0.8423635263458018,Expands Expression,Expands Expression,0.3848489270247503,0.0286102092837038,spec_p_reform_decision,Contracts Expression,**,-0.842** (0.385),contract,Contracts Expression,expand,contract
wdj_press_lag1,-1.5475454423721997,Mixed Outcome,Mixed Outcome,0.4464538376229623,0.0005276631359512,spec_p_reform_decision,Contracts Expression,***,-1.548*** (0.446),contract,Contracts Expression,mixed,contract
v2jureform_lag1,-0.3180506102796689,Expands Expression,Expands Expression,0.119249526373003,0.0076508524252835,spec_p_reform_decision,Contracts Expression,***,-0.318*** (0.119),contract,Contracts Expression,expand,contract
v2jureform_lag1,-0.1419466585813753,Mixed Outcome,Mixed Outcome,0.2492110296003659,0.5689597645575291,spec_p_reform_decision,Contracts Expression,,-0.142 (0.249),contract,Contracts Expression,mixed,contract
v2x_polyarchy_lag1,3.4738332975132376,Expands Expression,Expands Expression,1.0790112403760077,0.0012843237309699,spec_p_reform_decision,Contracts Expression,***,3.474*** (1.079),contract,Contracts Expression,expand,contract
v2x_polyarchy_lag1,5.543977636227124,Mixed Outcome,Mixed Outcome,1.1969757175335725,3.627556321741915e-06,spec_p_reform_decision,Contracts Expression,***,5.544*** (1.197),contract,Contracts Expression,mixed,contract
v2jureview_lag1,0.6548794769708663,Expands Expression,Expands Expression,0.3171140310659699,0.0389113643733372,spec_p_reform_decision,Contracts Expression,**,0.655** (0.317),contract,Contracts Expression,expand,contract
v2jureview_lag1,0.3890045044888639,Mixed Outcome,Mixed Outcome,0.3687796292516931,0.2914972662620826,spec_p_reform_decision,Contracts Expression,,0.389 (0.369),contract,Contracts Expression,mixed,contract
legal_common,-1.896565185800282,Expands Expression,Expands Expression,0.3707218681551436,3.12296757416914e-07,spec_p_reform_decision,Contracts Expression,***,-1.897*** (0.371),contract,Contracts Expression,expand,contract
legal_common,-0.8698469819359208,Mixed Outcome,Mixed Outcome,0.5089639409035777,0.0874409025524826,spec_p_reform_decision,Contracts Expression,*,-0.87* (0.509),contract,Contracts Expression,mixed,contract
legal_civil,-0.3130378667314026,Expands Expression,Expands Expression,0.3254855930332532,0.3361719615631521,spec_p_reform_decision,Contracts Expression,,-0.313 (0.325),contract,Contracts Expression,expand,contract
legal_civil,0.0683731694916976,Mixed Outcome,Mixed Outcome,0.4431599693693231,0.8773846083312747,spec_p_reform_decision,Contracts Expression,,0.068 (0.443),contract,Contracts Expression,mixed,contract
high_court,0.3817689697528106,Expands Expression,Expands Expression,0.2465244098504573,0.1214766680949739,spec_p_reform_decision,Contracts Expression,,0.382 (0.247),contract,Contracts Expression,expand,contract
high_court,0.4919012070978269,Mixed Outcome,Mixed Outcome,0.3121528089857004,0.11506391867128,spec_p_reform_decision,Contracts Expression,,0.492 (0.312),contract,Contracts Expression,mixed,contract
j_ind_lag1,0.2254529514971592,Expands Expression,Expands Expression,0.2382792620158219,0.3440613238784893,spec_p_reform_decision,Contracts Expression,,0.225 (0.238),contract,Contracts Expression,expand,contract
j_ind_lag1,-0.1801274003889847,Mixed Outcome,Mixed Outcome,0.2270817773511665,0.4276455706967175,spec_p_reform_decision,Contracts Expression,,-0.18 (0.227),contract,Contracts Expression,mixed,contract
wdj_govprot_lag1,-0.1291821436891738,Expands Expression,Expands Expression,0.2468568562404404,0.6007600024637674,spec_govprot_reform_decision,Contracts Expression,,-0.129 (0.247),contract,Contracts Expression,expand,contract
wdj_govprot_lag1,-0.1780390607542524,Mixed Outcome,Mixed Outcome,0.3181617205661061,0.5757613927539893,spec_govprot_reform_decision,Contracts Expression,,-0.178 (0.318),contract,Contracts Expression,mixed,contract
v2jureform_lag1,-0.3235032135043771,Expands Expression,Expands Expression,0.1239311116793781,0.0090450405436369,spec_govprot_reform_decision,Contracts Expression,***,-0.324*** (0.124),contract,Contracts Expression,expand,contract
v2jureform_lag1,-0.1344140709062573,Mixed Outcome,Mixed Outcome,0.2589133724463635,0.6036583149992664,spec_govprot_reform_decision,Contracts Expression,,-0.134 (0.259),contract,Contracts Expression,mixed,contract
v2x_polyarchy_lag1,3.1647044146602834,Expands Expression,Expands Expression,1.1853384754269414,0.007587970810089,spec_govprot_reform_decision,Contracts Expression,***,3.165*** (1.185),contract,Contracts Expression,expand,contract
v2x_polyarchy_lag1,4.951340048716694,Mixed Outcome,Mixed Outcome,1.410370410253324,0.0004469849107147,spec_govprot_reform_decision,Contracts Expression,***,4.951*** (1.41),contract,Contracts Expression,mixed,contract
v2jureview_lag1,0.6363894585406044,Expands Expression,Expands Expression,0.3196292255866649,0.0464782490233932,spec_govprot_reform_decision,Contracts Expression,**,0.636** (0.32),contract,Contracts Expression,expand,contract
v2jureview_lag1,0.3689121659186449,Mixed Outcome,Mixed Outcome,0.3659670738364705,0.31343169610842,spec_govprot_reform_decision,Contracts Expression,,0.369 (0.366),contract,Contracts Expression,mixed,contract
legal_common,-1.76376772692879,Expands Expression,Expands Expression,0.3654410737969564,1.3901755842226386e-06,spec_govprot_reform_decision,Contracts Expression,***,-1.764*** (0.365),contract,Contracts Expression,expand,contract
legal_common,-0.6557074589241089,Mixed Outcome,Mixed Outcome,0.5329429083289465,0.2185652594066252,spec_govprot_reform_decision,Contracts Expression,,-0.656 (0.533),contract,Contracts Expression,mixed,contract
legal_civil,-0.3477790924808557,Expands Expression,Expands Expression,0.3409327425285552,0.3076899363056902,spec_govprot_reform_decision,Contracts Expression,,-0.348 (0.341),contract,Contracts Expression,expand,contract
legal_civil,-0.0331279265204588,Mixed Outcome,Mixed Outcome,0.4557691997322721,0.9420561876872482,spec_govprot_reform_decision,Contracts Expression,,-0.033 (0.456),contract,Contracts Expression,mixed,contract
high_court,0.3598313297932389,Expands Expression,Expands Expression,0.250466892313438,0.1508196605893469,spec_govprot_reform_decision,Contracts Expression,,0.36 (0.25),contract,Contracts Expression,expand,contract
high_court,0.4547408992771462,Mixed Outcome,Mixed Outcome,0.3001378387869909,0.1297453440451917,spec_govprot_reform_decision,Contracts Expression,,0.455 (0.3),contract,Contracts Expression,mixed,contract
j_ind_lag1,0.2639130955743632,Expands Expression,Expands Expression,0.2692727608435504,0.3270388438764,spec_govprot_reform_decision,Contracts Expression,,0.264 (0.269),contract,Contracts Expression,expand,contract
j_ind_lag1,-0.1214033740275103,Mixed Outcome,Mixed Outcome,0.2684211908944783,0.651062350350706,spec_govprot_reform_decision,Contracts Expression,,-0.121 (0.268),contract,Contracts Expression,mixed,contract
wdj_citizen_lag1,-0.2234925877334184,Expands Expression,Expands Expression,0.3999764203685485,0.576322516035563,spec_c_pack_decision,Contracts Expression,,-0.223 (0.4),contract,Contracts Expression,expand,contract
wdj_citizen_lag1,-0.7271011641823938,Mixed Outcome,Mixed Outcome,0.619727460975194,0.2406917366118198,spec_c_pack_decision,Contracts Expression,,-0.727 (0.62),contract,Contracts Expression,mixed,contract
v2jupack_lag1,-0.2203754078603606,Expands Expression,Expands Expression,0.1709293838912921,0.1973016320508623,spec_c_pack_decision,Contracts Expression,,-0.22 (0.171),contract,Contracts Expression,expand,contract
v2jupack_lag1,-0.4707470409144825,Mixed Outcome,Mixed Outcome,0.257875664786225,0.0679285258178262,spec_c_pack_decision,Contracts Expression,*,-0.471* (0.258),contract,Contracts Expression,mixed,contract
v2x_polyarchy_lag1,3.528613137299349,Expands Expression,Expands Expression,1.110832856041131,0.001490394703817,spec_c_pack_decision,Contracts Expression,***,3.529*** (1.111),contract,Contracts Expression,expand,contract
v2x_polyarchy_lag1,6.844724873065064,Mixed Outcome,Mixed Outcome,1.7700152875845157,0.0001101630997205,spec_c_pack_decision,Contracts Expression,***,6.845*** (1.77),contract,Contracts Expression,mixed,contract
v2jureview_lag1,0.6948851839916129,Expands Expression,Expands Expression,0.2947438383587356,0.0183939861598515,spec_c_pack_decision,Contracts Expression,**,0.695** (0.295),contract,Contracts Expression,expand,contract
v2jureview_lag1,0.3964992076711762,Mixed Outcome,Mixed Outcome,0.3511474862516588,0.2588333324940143,spec_c_pack_decision,Contracts Expression,,0.396 (0.351),contract,Contracts Expression,mixed,contract
legal_common,-1.4581458017534106,Expands Expression,Expands Expression,0.3635725339570831,6.056337385491372e-05,spec_c_pack_decision,Contracts Expression,***,-1.458*** (0.364),contract,Contracts Expression,expand,contract
